,Name,Title,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Image,Real Time Net Worth,2022 Billionaires Net Worth,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Quote,Source Page
49,Miriam Adelson,,76,casinos,2,2,"Las Vegas, Nevada",United States,Widowed,5,"Bachelor of Science, Hebrew University Jerusalem","https://imageio.forbes.com/specials-images/imageserve/605e494f800955d12c9d9142/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$26.9B,$27.5B,,,,,,,,,,,,,,,,,,,,,,,$38.2B,$27.5B,,https://www.forbes.com/profile/miriam-adelson/?list=billionaires
50,Dietrich Mateschitz,,78,"Red Bull, Self Made",,,"Fuschl am See, Austria",Austria,Single,1,"Master of Business Administration, University of Vienna","https://imageio.forbes.com/specials-images/imageserve/5e7419c910380d0006bdab6a/0x0.jpg?format=jpg&crop=2959,2960,x882,y6,safe&height=416&width=416&fit=bounds",$26B,$27.4B,,,,,,,,,,,,,,,$7.1B,$9.2B,$10.8B,$13.2B,$13.4B,$23B,$18.9B,$16.5B,$26.9B,$27.4B,,https://www.forbes.com/profile/dietrich-mateschitz/?list=billionaires
51,Leonardo Del Vecchio & family,,87,"eyeglasses, Self Made",,,"Milan, Italy",Italy,Married,6,,"https://imageio.forbes.com/specials-images/imageserve/605e2e8ca4f18e06b39d9142/0x0.jpg?format=jpg&crop=1384,1384,x0,y0,safe&height=416&width=416&fit=bounds",$26.3B,$27.3B,,,,,,,,,,,,,,,$15.3B,$19.2B,$20.4B,$18.7B,$17.9B,$21.2B,$19.8B,$16.1B,$25.8B,$27.3B,,https://www.forbes.com/profile/leonardo-del-vecchio/?list=billionaires
52,Ken Griffin,"Founder & CEO, Citadel LLC",53,"hedge funds, Self Made",8,3,"Chicago, Illinois",United States,Divorced,3,"Bachelor of Arts/Science, Harvard University","https://imageio.forbes.com/specials-images/imageserve/6247575a5af6af682d503f2f/0x0.jpg?format=jpg&crop=1966,1966,x0,y0,safe&height=416&width=416&fit=bounds",$26.4B,$27.2B,,,,,,,,,,,,,,,$4.1B,$5.2B,$6.5B,$7.5B,$8B,$9B,$11.7B,$12.1B,$16B,$27.2B,,https://www.forbes.com/profile/ken-griffin/?list=billionaires
53,Tadashi Yanai & family,,73,"fashion retail, Self Made",,,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, Waseda University","https://imageio.forbes.com/specials-images/imageserve/605e406426ae85acfc9d9140/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$25.1B,$26.1B,,,,,,,,,,,,,,,$13.3B,$17.9B,$20.2B,$14.6B,$15.9B,$19.5B,$22.2B,$19.7B,$44.1B,$26.1B,,https://www.forbes.com/profile/tadashi-yanai/?list=billionaires
54,William Lei Ding,,50,"online games, Self Made",,,"Hangzhou, China",China,,,"Bachelor of Arts/Science, University of Electronic Science and Technology of China","https://imageio.forbes.com/specials-images/imageserve/5e790d54c7b02d000666fa67/0x0.jpg?format=jpg&crop=3447,3445,x571,y0,safe&height=416&width=416&fit=bounds",$31.5B,$25.2B,,,,,,,,,,,,,,,$3B,$4.2B,$6.6B,$8.1B,$17.3B,$17.4B,$14.7B,$17B,$33B,$25.2B,,https://www.forbes.com/profile/william-lei-ding/?list=billionaires
55,Susanne Klatten,,60,"BMW, pharmaceuticals",,,"Bad Homburg, Germany",Germany,Married,3,"Master of Business Administration, International Institute for Management and Development","https://imageio.forbes.com/specials-images/imageserve/605e281e4f49584f571c9c42/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$25.5B,$24.3B,,,,,,,,,,,,,,,$14.3B,$17.4B,$16.8B,$18.5B,$20.4B,$25B,$21B,$16.8B,$27.7B,$24.3B,,https://www.forbes.com/profile/susanne-klatten/?list=billionaires
56,Cyrus Poonawalla,,81,vaccines,,,"Pune, India",India,Widowed,1,"Bachelor of Arts/Science, Pune University; Doctorate, Pune University","https://imageio.forbes.com/specials-images/imageserve/5e76844210380d0006fbb391/0x0.jpg?format=jpg&crop=1409,1408,x807,y4,safe&height=416&width=416&fit=bounds",$21.5B,$24.3B,,,,,,,,,,,,,,,$3.9B,$4.9B,$6.6B,$8.5B,$8.1B,$9.1B,$9.5B,$8.2B,$12.7B,$24.3B,We reach more children than Coca-Cola and PepsiCo can ever hope to.,https://www.forbes.com/profile/cyrus-poonawalla/?list=billionaires
57,Wang Wei,,51,"package delivery, Self Made",,,"Shenzhen, China",China,,,,"https://imageio.forbes.com/specials-images/imageserve/5dc05174b4d505000678d99e/0x0.jpg?format=jpg&crop=1209,1208,x879,y805,safe&height=416&width=416&fit=bounds",$22.5B,$24.3B,,,,,,,,,,,,,,,$1.2B,$4B,$4.2B,$4.2B,$15.9B,$18.2B,$12.1B,$15.2B,$39B,$24.3B,,https://www.forbes.com/profile/wang-wei/?list=billionaires
58,Qin Yinglin,,57,"pig breeding, Self Made",,,"Nanyang, China",China,Married,1,,"https://imageio.forbes.com/specials-images/imageserve/a3722ff48b63420aa857d7c876d5c521/0x0.jpg?format=jpg&crop=726,727,x18,y34,safe&height=416&width=416&fit=bounds",$20.8B,$24.1B,,,,,,,,,,,,,,,,,$1.2B,$1.7B,$2B,$3.6B,$4.3B,$18.5B,$33.5B,$24.1B,,https://www.forbes.com/profile/qin-yinglin/?list=billionaires
59,Sam Bankman-Fried,"Founder, FTX",30,"cryptocurrency exchange, Self Made",8,1,"Nassau, Bahamas",United States,,,"Bachelor of Arts/Science, Massachusetts Institute of Technology","https://imageio.forbes.com/specials-images/imageserve/615b149110bfa4447ff49baa/0x0.jpg?format=jpg&crop=2357,2358,x41,y333,safe&height=416&width=416&fit=bounds",$21B,$24B,,,,,,,,,,,,,,,,,,,,,,,$8.7B,$24B,My goal is to have impact.,https://www.forbes.com/profile/sam-bankman-fried/?list=billionaires
60,Takemitsu Takizaki,,76,"sensors, Self Made",,,"Osaka, Japan",Japan,Married,,,"https://imageio.forbes.com/specials-images/imageserve/5eaa4141ed706b0007e62bd7/0x0.jpg?format=jpg&crop=1444,1443,x1310,y224,safe&height=416&width=416&fit=bounds",$21.6B,$23.9B,,,,,,,,,,,,,,,$4.3B,$6.6B,$7.6B,$7.2B,$12.3B,$17.5B,$16.3B,$17.4B,$25.8B,$23.9B,,https://www.forbes.com/profile/takemitsu-takizaki/?list=billionaires
61,Li Shufu,,59,"automobiles, Self Made",,,"Hangzhou, China",China,Married,,"Master of Science, Yanshan University","https://imageio.forbes.com/specials-images/imageserve/5bcf84b931358e5b43344465/0x0.jpg?format=jpg&crop=1532,1530,x1390,y440,safe&height=416&width=416&fit=bounds",$30.6B,$23.7B,,,,,,,,,,,,,,,$2.2B,$1.9B,$2.4B,$1.7B,$6.7B,$15.3B,$13.6B,$12.4B,$19.7B,$23.7B,,https://www.forbes.com/profile/li-shufu/?list=billionaires
62,Emmanuel Besnier,,51,cheese,,,"Laval, France",France,,,,"https://imageio.forbes.com/specials-images/imageserve/5e759e31c7b02d000666c445/0x0.jpg?format=jpg&crop=1413,1412,x283,y1002,safe&height=416&width=416&fit=bounds",$22.6B,$23.5B,,,,,,,,,,,,,,,$4.3B,$7.9B,$7.1B,$7.6B,$11.3B,$14.7B,$14.3B,$12.7B,$19.1B,$23.5B,,https://www.forbes.com/profile/emmanuel-besnier/?list=billionaires
63,R. Budi Hartono,,81,"banking, tobacco",,,"Kudus, Indonesia",Indonesia,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$22.5B,$23.2B,,,,,,,,,,,,,,,$8.5B,$7.6B,$9B,$8.1B,$9B,$17.4B,$18.6B,$13.6B,$20.5B,$23.2B,,https://www.forbes.com/profile/r-budi-hartono/?list=billionaires
64,Leonard Lauder,"Chairman Emeritus , The Estée Lauder Companies",89,Estee Lauder,5,2,"New York, New York",United States,"Widowed, Remarried",2,"Bachelor of Arts/Science, University of Pennsylvania","https://imageio.forbes.com/specials-images/imageserve/5d8bd6eb22254b0008e17ce3/0x0.jpg?format=jpg&crop=866,866,x1114,y107,safe&height=416&width=416&fit=bounds",$22B,$23.1B,,,,,,,,,,,,,,,$8.1B,$7.5B,$9.1B,$9B,$8.9B,$12.9B,$14.6B,$14.6B,$25.5B,$23.1B,,https://www.forbes.com/profile/leonard-lauder/?list=billionaires
65,Guillaume Pousaz,,40,"fintech, Self Made",,,,Switzerland,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/6063905ac98d8bbfdbce7e1c/0x0.jpg?format=jpg&crop=2592,2591,x40,y467,safe&height=416&width=416&fit=bounds",$23B,$23B,,,,,,,,,,,,,,,,,,,,,,,$9B,$23B,,https://www.forbes.com/profile/guillaume-pousaz/?list=billionaires
66,Iris Fontbona & family,,79,mining,,,"Santiago, Chile",Chile,Widowed,3,,"https://imageio.forbes.com/specials-images/imageserve/5c6db2974bbe6f0ec75418f0/0x0.jpg?format=jpg&crop=367,367,x124,y0,safe&height=416&width=416&fit=bounds",$22.7B,$22.8B,,,,,,,,,,,,,,,$17.4B,$15.5B,$13.5B,$10.1B,$13.7B,$16.3B,$15.4B,$10.8B,$23.3B,$22.8B,,https://www.forbes.com/profile/iris-fontbona/?list=billionaires
67,Jack Ma,"Founder and Executive Chairman, Alibaba Group",57,"e-commerce, Self Made",,,"Hangzhou, China",China,Married,,"Bachelor of Arts/Science, Hangzhou Teacher's Institute","https://imageio.forbes.com/specials-images/imageserve/605e22fe6df966b3fcbd3e15/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$23.5B,$22.8B,,,,,,,,,,,,,,,$3.4B,$10B,$22.7B,$20.5B,$28.3B,$39B,$37.3B,$38.8B,$48.4B,$22.8B,,https://www.forbes.com/profile/jack-ma/?list=billionaires
68,Michael Hartono,,82,"banking, tobacco",,,"Kudus, Indonesia",Indonesia,Married,4,,"https://imageio.forbes.com/specials-images/imageserve/5c70b46c4bbe6f79c5473f84/0x0.jpg?format=jpg&crop=2262,2262,x286,y78,safe&height=416&width=416&fit=bounds",$21.6B,$22.3B,,,,,,,,,,,,,,,$8.2B,$7.3B,$8.7B,$7.9B,$8.9B,$16.7B,$18.5B,$13B,$19.7B,$22.3B,,https://www.forbes.com/profile/michael-hartono/?list=billionaires
69,Eric Schmidt,,67,"Google, Self Made",6,2,"Atherton, California",United States,Married,2,"Bachelor of Arts/Science, Princeton University; Doctorate, University of California, Berkeley; Master of Science, University of California, Berkeley","https://imageio.forbes.com/specials-images/imageserve/5f4526a6f048a75b8e14e6b2/0x0.jpg?format=jpg&crop=3235,3234,x0,y381,safe&height=416&width=416&fit=bounds",$19.9B,$22.1B,,,,,,,,,,,,,,,$8.2B,$9.3B,$9.1B,$10.2B,$11.1B,$13.4B,$12.9B,$13.2B,$18.9B,$22.1B,"If you focus on your competition, you will never deliver anything truly innovative.",https://www.forbes.com/profile/eric-schmidt/?list=billionaires
70,Ray Dalio,"Founder & Co-Chief Investment Officer, Bridgewater Associates",72,"hedge funds, Self Made",8,2,"Greenwich, Connecticut",United States,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Long Island University","https://imageio.forbes.com/specials-images/imageserve/5ac959f74bbe6f2310f1e05c/0x0.jpg?format=jpg&crop=2549,2547,x657,y80,safe&height=416&width=416&fit=bounds",$22B,$22B,,,,,,,,,,,,,,,$12.5B,$14.4B,$15.4B,$15.6B,$16.8B,$17.7B,$18.4B,$18B,$20.3B,$22B,It's impossible to separate economics from managing money. Doing economic research makes me a better trader.,https://www.forbes.com/profile/ray-dalio/?list=billionaires
71,Daniel Gilbert,,60,"Quicken Loans, Self Made",8,1,"Franklin, Michigan",United States,Married,5,"Bachelor of Arts/Science, Michigan State University; LLB, Wayne State University","https://imageio.forbes.com/specials-images/imageserve/5e444fcb112160000621ed4c/0x0.jpg?format=jpg&crop=2000,2000,x0,y307,safe&height=416&width=416&fit=bounds",$18.7B,$22B,,,,,,,,,,,,,,,$3.5B,$3.7B,$4.7B,$4.9B,$5.8B,$6.3B,$6.7B,$6.5B,$51.9B,$22B,We are absolutely a more profitable (and better) business because we have a mission beyond the sole pursuit of profits.,https://www.forbes.com/profile/daniel-gilbert/?list=billionaires
72,"Thomas Frist, Jr. & family",,83,"hospitals, Self Made",7,1,"Nashville, Tennessee",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Medical Doctor, Washington University","https://imageio.forbes.com/specials-images/imageserve/ee825ff539047091cda533423b10d65b/0x0.jpg?format=jpg&crop=931,931,x16,y153,safe&height=416&width=416&fit=bounds",$17.7B,$21.8B,,,,,,,,,,,,,,,$4.8B,$6.1B,$7.6B,$7.3B,$8.8B,$9.6B,$12.4B,$7.5B,$15.7B,$21.8B,You always win when you surround yourself with good people. ,https://www.forbes.com/profile/thomas-frist-jr/?list=billionaires
73,Masayoshi Son,"CEO, Softbank",64,"internet, telecom, Self Made",,,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, University of California, Berkeley","https://imageio.forbes.com/specials-images/imageserve/5e8b632801879f000703e485/0x0.jpg?format=jpg&crop=4500,4497,x0,y833,safe&height=416&width=416&fit=bounds",$22B,$21.3B,,,,,,,,,,,,,,,$8.6B,$18.4B,$14.1B,$11.7B,$21.2B,$22.7B,$21.6B,$16.6B,$45.4B,$21.3B,,https://www.forbes.com/profile/masayoshi-son/?list=billionaires
74,Abigail Johnson,"Chairman & CEO, Fidelity Investments",60,money management,4,1,"Milton, Massachusetts",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Hobart and William Smith","https://imageio.forbes.com/specials-images/imageserve/5f15ddd274642d00070464eb/0x0.jpg?format=jpg&crop=1293,1293,x62,y144,safe&height=416&width=416&fit=bounds",$20.9B,$21.2B,,,,,,,,,,,,,,,$12.7B,$17.3B,$13.4B,$13.1B,$14.4B,$15.9B,$15.6B,$10.8B,$20.9B,$21.2B,"No matter how senior you get in an organization, no matter how well you're perceived to be doing, your job is never done.",https://www.forbes.com/profile/abigail-johnson/?list=billionaires
75,Rupert Murdoch & family,"Chairman and CEO, News Corp",91,"newspapers, TV network",5,1,"New York, New York",United States,Married,6,"Bachelor of Arts/Science, Oxford University; Master of Arts, Oxford University","https://imageio.forbes.com/specials-images/imageserve/6067bf2f800a3f1324d4c89c/0x0.jpg?format=jpg&crop=1080,1080,x0,y0,safe&height=416&width=416&fit=bounds",$18.9B,$20.8B,,,,,,,,,,,,,,,$11.2B,$13.5B,$13.9B,$10.6B,$13.1B,$15B,$19.4B,$14.9B,$23.5B,$20.8B,"My outlook, energy, self-assurance and sense of social purpose were fashioned in the slightly mad meritocracy that is the newsroom, where you start each day with a blank canvas and relentlessly strive to capture as much original news as possible.",https://www.forbes.com/profile/rupert-murdoch/?list=billionaires
76,Stefan Quandt,,56,BMW,,,"Frankfurt, Germany",Germany,Married,1,"Associate in Arts/Science, Technical University of Karlsruhe","https://imageio.forbes.com/specials-images/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/0x0.jpg?format=jpg&crop=601,601,x124,y92,safe&height=416&width=416&fit=bounds",$21.9B,$20.7B,,,,,,,,,,,,,,,$11.9B,$14.9B,$15.6B,$15.6B,$18.3B,$22B,$17.5B,$12.3B,$21.6B,$20.7B,,https://www.forbes.com/profile/stefan-quandt/?list=billionaires
77,Jensen Huang,"CEO & President, NVIDIA",59,"semiconductors, Self Made",8,1,"Los Altos, California",United States,Married,,"Bachelor of Science in Engineering, Oregon State University; Master of Science in Engineering, Stanford University","https://imageio.forbes.com/specials-images/imageserve/5bc505a331358e59f57abeb9/0x0.jpg?format=jpg&crop=2702,2700,x553,y212,safe&height=416&width=416&fit=bounds",$17.2B,$20.6B,,,,,,,,,,,,,,,,,,,$2.7B,$5.6B,$3.8B,$4.7B,$11.8B,$20.6B,,https://www.forbes.com/profile/jensen-huang-1/?list=billionaires
78,Huang Shilin,,55,"batteries, Self Made",,,"Ningde, China",China,,,"Bachelor of Technology, Hefei University of Technology",,$16.6B,$20.3B,,,,,,,,,,,,,,,,,,,,$1.1B,$3.3B,$4.5B,$12.9B,$20.3B,,https://www.forbes.com/profile/huang-shilin/?list=billionaires
79,Thomas Peterffy,,77,"discount brokerage, Self Made",10,1,"Palm Beach, Florida",United States,Divorced,3,"Drop Out, New York University","https://imageio.forbes.com/specials-images/imageserve/5d8a5c6218444200084e6532/0x0.jpg?format=jpg&crop=666,665,x466,y297,safe&height=416&width=416&fit=bounds",$19.9B,$20.1B,,,,,,,,,,,,,,,$5B,$8.8B,$10.9B,$11.1B,$13.8B,$20.3B,$17.1B,$14.3B,$25B,$20.1B,,https://www.forbes.com/profile/thomas-peterffy/?list=billionaires
80,Radhakishan Damani,,67,"retail, investments, Self Made",,,"Mumbai, India",India,Married,3,,,$18.3B,$20B,,,,,,,,,,,,,,,,,,,,,,,$16.5B,$20B,,https://www.forbes.com/profile/radhakishan-damani-1/?list=billionaires
81,Pang Kang,,66,"soy sauce, Self Made",,,"Foshan, China",China,,,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$16.7B,$19.6B,,,,,,,,,,,,,,,,$2.5B,$3.3B,$3.4B,$3.5B,$6.4B,$8.9B,$11.5B,$26.4B,$19.6B,,https://www.forbes.com/profile/pang-kang/?list=billionaires
82,Wang Chuanfu,,56,"batteries, automobiles, Self Made",,,"Shenzhen, China",China,Married,,"Master of Science, Beijing Non-Ferrous Research Institute; Bachelor of Arts/Science, Central South Industrial University of Technology","https://imageio.forbes.com/specials-images/imageserve/5dc0d6ac5e338c00066239e2/0x0.jpg?format=jpg&crop=1282,1283,x2491,y847,safe&height=416&width=416&fit=bounds",$24B,$19.5B,,,,,,,,,,,,,,,$2.3B,$4.3B,$3.9B,$4.4B,$4.2B,$5.2B,$4.3B,$4.4B,$16.3B,$19.5B,,https://www.forbes.com/profile/wang-chuanfu/?list=billionaires
83,Reinhold Wuerth & family,,87,"fasteners, Self Made",,,"Kuenzelsau, Germany",Germany,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/5e76350710380d0006fbadf8/0x0.jpg?format=jpg&crop=3436,3434,x2132,y0,safe&height=416&width=416&fit=bounds",$16.3B,$19B,,,,,,,,,,,,,,,$6B,$7.7B,$6.7B,$8.1B,$10B,$13.6B,$11.2B,$11.6B,$16.8B,$19B,"Everything has its time: the time of becoming, the time of being and the time of passing away. My objective is to keep the company youthful, in a state of becoming.",https://www.forbes.com/profile/reinhold-wuerth/?list=billionaires
84,"Theo Albrecht, Jr. & family",,71,"Aldi, Trader Joe's",,,"Mulheim an der Ruhr, Germany",Germany,,1,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$18.5B,$18.7B,,,,,,,,,,,,,,,$18.9B,$19.3B,$19B,$20.3B,$18.8B,$20.2B,$17.4B,$17B,$18.8B,$18.7B,,https://www.forbes.com/profile/theo-albrecht-jr/?list=billionaires
85,Yang Huiyan & family,,40,real estate,,,"Foshan, China",China,Married,,"Bachelor of Arts/Science, Ohio State University","https://imageio.forbes.com/specials-images/imageserve/5a0b1b83a7ea436b47b558ba/0x0.jpg?format=jpg&crop=599,599,x1,y3,safe&height=416&width=416&fit=bounds",$16.5B,$18.7B,,,,,,,,,,,,,,,$5.7B,$6.9B,$5B,$5B,$9B,$21.9B,$22.1B,$20.3B,$29.6B,$18.7B,,https://www.forbes.com/profile/yang-huiyan/?list=billionaires
86,Vladimir Lisin,,66,"steel, transport, Self Made",,,"Moscow, Russia",Russia,Married,3,"Doctorate, Russian Academy of Economics; Bachelor of Arts/Science, Siberian Metallurgical Institute","https://imageio.forbes.com/specials-images/imageserve/5e77914ec7b02d000666d900/0x0.jpg?format=jpg&crop=2410,2409,x825,y50,safe&height=416&width=416&fit=bounds",$25.3B,$18.4B,,,,,,,,,,,,,,,$14.1B,$16.6B,$11.6B,$9.3B,$16.1B,$19.1B,$21.3B,$18.1B,$26.2B,$18.4B,,https://www.forbes.com/profile/vladimir-lisin/?list=billionaires
87,Fan Hongwei & family,,55,"petrochemicals, Self Made",,,"Wujiang, China",China,Married,,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$18.1B,$18.2B,,,,,,,,,,,,,,,,,,,,$4.1B,$4.3B,$6B,$18.2B,$18.2B,,https://www.forbes.com/profile/fan-hongwei/?list=billionaires
88,Lakshmi Mittal,"Chairman and CEO, ArcelorMittal (ADR)",71,steel,,,"London, United Kingdom",India,Married,2,"Bachelor of Arts/Science, St Xavier's College Calcutta","https://imageio.forbes.com/specials-images/imageserve/5e76907e10380d0006fbb485/0x0.jpg?format=jpg&crop=1767,1767,x207,y137,safe&height=416&width=416&fit=bounds",$18B,$17.9B,,,,,,,,,,,,,,,$16.5B,$16.7B,$13.5B,$8.4B,$16.4B,$18.5B,$13.6B,$7.4B,$14.9B,$17.9B,,https://www.forbes.com/profile/lakshmi-mittal/?list=billionaires
89,Andrew Forrest,,60,"mining, Self Made",,,"Perth, Australia",Australia,Married,3,"Bachelor of Arts/Science, University of Western Australia; Ph.D, University of Western Australia","https://imageio.forbes.com/specials-images/imageserve/5e73f1b207adf00006db9ac8/0x0.jpg?format=jpg&crop=2612,2614,x451,y133,safe&height=416&width=416&fit=bounds",$19.4B,$17.8B,,,,,,,,,,,,,,,$5.7B,$5.2B,$2.2B,$1.3B,$5.7B,$4.4B,$5.4B,$6.7B,$20.4B,$17.8B,"You cannot afford a world with slavery, which literally takes someone and turns them into a machine.",https://www.forbes.com/profile/andrew-forrest/?list=billionaires
